Date,State,TotalSamples,Negative,Positive,Total_affected
11/3/2020,Tripura,464003,433017,,
11/4/2020,Tripura,467012,435910,,
11/5/2020,Tripura,469890,438656,31234,
11/6/2020,Tripura,472762,441418,31344,
11/7/2020,Tripura,475245,443814,31431,
11/8/2020,Tripura,477455,445941,31514,
11/9/2020,Tripura,479015,447475,31540,
11/10/2020,Tripura,481806,450187,31619,
11/11/2020,Tripura,484797,453094,31703,
11/12/2020,Tripura,487389,455627,31762,
11/13/2020,Tripura,489812,457974,31838,
11/14/2020,Tripura,492248,460332,,
11/15/2020,Tripura,493895,461953,31942,
11/16/2020,Tripura,494627,462668,31959,
11/17/2020,Tripura,497045,465009,32036,
11/18/2020,Tripura,500015,467906,32109,
11/19/2020,Tripura,502948,470734,32214,
11/20/2020,Tripura,505954,473665,32289,
11/21/2020,Tripura,508813,476449,32364,
11/22/2020,Tripura,511457,479045,32412,
11/23/2020,Tripura,513037,480606,32431,
11/24/2020,Tripura,515452,482962,32490,
11/25/2020,Tripura,517834,485309,32525,
11/26/2020,Tripura,519862,487287,32575,
11/27/2020,Tripura,521455,488848,32607,
11/28/2020,Tripura,523099,490461,32638,
11/30/2020,Tripura,526407,493715,32692,
12/1/2020,Tripura,528241,495518,32723,
12/2/2020,Tripura,530422,497661,32761,
12/3/2020,Tripura,533103,500303,32800,
12/4/2020,Tripura,535379,502546,32833,
12/5/2020,Tripura,537733,504876,32857,
12/6/2020,Tripura,540088,507200,32888,
12/7/2020,Tripura,541546,508652,32894,
12/8/2020,Tripura,543721,510799,32922,
12/9/2020,Tripura,545848,512906,32942,
12/10/2020,Tripura,548028,515055,32973,
12/11/2020,Tripura,550158,517164,,
12/12/2020,Tripura,551648,518636,,
12/13/2020,Tripura,553446,520411,,
12/14/2020,Tripura,554621,521576,,
12/15/2020,Tripura,556623,523569,33054,
12/16/2020,Tripura,559048,525970,33078,
12/17/2020,Tripura,560965,527870,33095,
12/18/2020,Tripura,562613,529497,33116,
12/19/2020,Tripura,564129,530987,33142,
12/20/2020,Tripura,565682,532518,33164,
12/21/2020,Tripura,566644,533472,33172,
12/22/2020,Tripura,568104,534919,33185,
12/23/2020,Tripura,569607,536407,33200,
12/24/2020,Tripura,570872,537659,33213,
12/25/2020,Tripura,572189,538967,33222,
12/26/2020,Tripura,572917,539694,33223,
12/27/2020,Tripura,573971,540737,33234,
12/28/2020,Tripura,574733,541492,33241,
12/29/2020,Tripura,575976,542733,33243,
12/30/2020,Tripura,577343,544088,33255,
12/31/2020,Tripura,578723,545462,33261,
1/1/2021,Tripura,580269,547004,33265,
1/2/2021,Tripura,581550,548277,,
1/3/2021,Tripura,582957,549678,,
1/4/2021,Tripura,583819,550539,33280,
1/5/2021,Tripura,585181,551900,33281,
1/6/2021,Tripura,586639,553356,33283,
1/7/2021,Tripura,587806,554515,33291,
1/8/2021,Tripura,588991,555695,33296,
1/10/2021,Tripura,590867,557563,33304,
1/11/2021,Tripura,591518,558214,33304,
1/12/2021,Tripura,593224,559918,33306,
1/13/2021,Tripura,595168,561856,33312,
1/14/2021,Tripura,596668,563351,33317,
1/15/2021,Tripura,597659,564337,33322,
1/16/2021,Tripura,598570,565244,33326,
1/18/2021,Tripura,599890,566561,33329,
1/19/2021,Tripura,600698,567366,33332,
1/20/2021,Tripura,601506,568173,,
1/21/2021,Tripura,602298,568963,33335,
1/22/2021,Tripura,602883,569544,33339,
1/23/2021,Tripura,603530,570189,33341,
1/25/2021,Tripura,604330,570988,33342,
1/26/2021,Tripura,604952,571609,33343,
1/27/2021,Tripura,605314,571971,33343,
1/28/2021,Tripura,605866,572523,33343,
1/29/2021,Tripura,606523,573178,33345,
1/30/2021,Tripura,606978,573631,33347,
2/1/2021,Tripura,607566,574218,33348,
2/2/2021,Tripura,607962,574614,33348,
2/4/2021,Tripura,608947,575599,33348,
2/5/2021,Tripura,609412,576063,33349,
2/6/2021,Tripura,609909,576560,33349,
2/8/2021,Tripura,610893,577544,33349,
2/9/2021,Tripura,611468,578118,33350,
2/10/2021,Tripura,612192,578842,33350,
2/11/2021,Tripura,612813,579463,33350,
2/12/2021,Tripura,613231,579881,33350,
2/13/2021,Tripura,614152,580802,33350,
2/14/2021,Tripura,614394,581044,33350,
2/15/2021,Tripura,614394,581044,33350,
2/17/2021,Tripura,615180,581828,33352,
2/18/2021,Tripura,615776,582422,33354,
2/19/2021,Tripura,616899,583510,33389,
2/20/2021,Tripura,618010,584619,33391,
2/22/2021,Tripura,618010,584619,33391,
2/23/2021,Tripura,618747,585352,32939,
2/24/2021,Tripura,619392,585995,33397,
2/25/2021,Tripura,619842,586445,33397,
2/26/2021,Tripura,620416,587012,33404,
3/1/2021,Tripura,621754,588340,33414,
3/3/2021,Tripura,622896,589479,33417,
3/4/2021,Tripura,622887,589468,33419,
3/6/2021,Tripura,624612,591191,33421,
3/8/2021,Tripura,625498,592077,33421,
3/11/2021,Tripura,627447,594025,33422,
3/13/2021,Tripura,628216,594792,33424,
3/14/2021,Tripura,628767,595341,33426,
3/15/2021,Tripura,629661,596224,,
3/17/2021,Tripura,630274,596836,33438,
3/18/2021,Tripura,631045,597604,33441,
3/19/2021,Tripura,631809,598358,33451,
3/20/2021,Tripura,632636,599180,33456,
3/21/2021,Tripura,633540,600079,33461,
3/22/2021,Tripura,633806,600345,33461,
3/23/2021,Tripura,634572,601105,33467,
3/24/2021,Tripura,635381,601905,33476,
3/25/2021,Tripura,636356,602879,33477,
3/27/2021,Tripura,637843,604356,33487,
3/30/2021,Tripura,639614,606124,33490,
4/1/2021,Tripura,641498,607984,33514,
4/2/2021,Tripura,642551,609033,33518,
4/3/2021,Tripura,643050,609530,33520,
4/4/2021,Tripura,644275,610741,33534,
4/5/2021,Tripura,644784,611247,33537,
4/6/2021,Tripura,646186,612635,33551,
4/7/2021,Tripura,647320,613748,33572,
4/8/2021,Tripura,648832,615223,33609,
4/9/2021,Tripura,650518,616877,33641,
4/10/2021,Tripura,651965,618283,33682,
4/11/2021,Tripura,653832,620102,33730,
4/12/2021,Tripura,654703,620963,33740,
4/13/2021,Tripura,656802,623000,33802,
4/14/2021,Tripura,658885,625044,33841,
4/16/2021,Tripura,660465,626593,33872,
4/17/2021,Tripura,662606,628676,33930,
4/18/2021,Tripura,665194,631195,33999,
4/19/2021,Tripura,666583,632552,34031,
4/20/2021,Tripura,669149,635058,34091,
4/22/2021,Tripura,674440,640181,34259,
4/23/2021,Tripura,675862,641563,34299,
4/24/2021,Tripura,679298,644872,34426,
4/25/2021,Tripura,683472,648946,34526,
4/26/2021,Tripura,686814,652190,34624,
4/27/2021,Tripura,691184,656449,34735,
4/28/2021,Tripura,695782,660923,34859,
4/29/2021,Tripura,700857,665832,35025,
4/30/2021,Tripura,705279,670113,35166,
5/1/2021,Tripura,709639,674300,33622,
5/2/2021,Tripura,714957,679371,35586,
5/3/2021,Tripura,717664,681944,35720,
5/4/2021,Tripura,723049,687058,35991,
5/5/2021,Tripura,727535,691304,36231,
5/6/2021,Tripura,732887,696356,36531,
5/7/2021,Tripura,738070,701224,36846,
5/8/2021,Tripura,744022,706817,37205,
5/9/2021,Tripura,750382,712826,37556,
5/10/2021,Tripura,753842,716153,37689,
5/11/2021,Tripura,760130,721975,38155,
5/12/2021,Tripura,765518,726947,38571,
5/13/2021,Tripura,771752,732701,39051,
5/14/2021,Tripura,777407,737804,39603,
5/15/2021,Tripura,782257,742205,40052,
5/16/2021,Tripura,789881,749068,40813,
5/17/2021,Tripura,794518,753370,41148,
5/18/2021,Tripura,804307,762413,41894,
5/19/2021,Tripura,814492,771719,42773,
5/20/2021,Tripura,825191,781698,43493,
5/21/2021,Tripura,836629,792273,44356,
5/22/2021,Tripura,851218,805998,45220,
5/23/2021,Tripura,864018,817922,46096,
5/24/2021,Tripura,871202,824680,38039,
5/25/2021,Tripura,881469,834174,47295,
5/26/2021,Tripura,891157,843195,47962,
5/27/2021,Tripura,899078,850574,48504,
5/28/2021,Tripura,910315,861028,49287,
5/29/2021,Tripura,918746,868864,49882,
5/30/2021,Tripura,932117,881381,50736,
5/31/2021,Tripura,947800,896670,51130,
6/1/2021,Tripura,964718,912747,51971,
6/2/2021,Tripura,975840,923298,52542,
6/3/2021,Tripura,990028,936809,53219,
6/4/2021,Tripura,1006421,952552,53869,
6/5/2021,Tripura,1031194,976617,54577,
6/6/2021,Tripura,1047299,992068,55231,
6/7/2021,Tripura,1056126,1000660,55466,
6/8/2021,Tripura,1071999,1015833,56166,
6/9/2021,Tripura,1088803,1032012,56791,
6/10/2021,Tripura,1103676,1046227,57449,
6/11/2021,Tripura,1117070,1058980,58090,
6/12/2021,Tripura,1126067,1067549,58518,
6/13/2021,Tripura,1136248,1077165,59083,
6/14/2021,Tripura,1141323,1082005,59318,
6/15/2021,Tripura,1150877,1091031,59846,
6/16/2021,Tripura,1160421,1100039,60382,
6/17/2021,Tripura,1171949,1111080,60869,
6/18/2021,Tripura,1184286,1122950,61336,
6/19/2021,Tripura,1196954,1135175,61779,
6/20/2021,Tripura,1206710,1144564,62146,
6/21/2021,Tripura,1211909,1149588,62321,
6/22/2021,Tripura,1220186,1157444,62742,
6/23/2021,Tripura,1227578,1164441,63137,
4/5/2020,Uttar Pradesh,5255,4796,278,
4/5/2020,Uttar Pradesh,5255,4796,278,
4/9/2020,Uttar Pradesh,8402,7898,410,
4/10/2020,Uttar Pradesh,9332,8798,433,
4/11/2020,Uttar Pradesh,10595,10012,452,
4/12/2020,Uttar Pradesh,11855,11250,483,
4/13/2020,Uttar Pradesh,13287,12542,558,
4/14/2020,Uttar Pradesh,15914,15134,660,
4/15/2020,Uttar Pradesh,19506,18595,727,
4/16/2020,Uttar Pradesh,21384,20374,805,
4/17/2020,Uttar Pradesh,24643,23648,849,
4/18/2020,Uttar Pradesh,28484,27262,974,
4/19/2020,Uttar Pradesh,31767,,1100,
4/20/2020,Uttar Pradesh,34326,32874,1184,
4/21/2020,Uttar Pradesh,37933,36378,1337,
4/22/2020,Uttar Pradesh,42192,40263,1449,
4/23/2020,Uttar Pradesh,45483,43495,1510,
4/24/2020,Uttar Pradesh,53166,51161,1621,
4/25/2020,Uttar Pradesh,56851,54216,1793,
4/26/2020,Uttar Pradesh,61799,58492,1873,
4/27/2020,Uttar Pradesh,67145,64139,1896,
4/28/2020,Uttar Pradesh,70307,67266,2053,
4/29/2020,Uttar Pradesh,73716,70436,2134,
4/30/2020,Uttar Pradesh,78013,74864,2211,
5/1/2020,Uttar Pradesh,82459,79091,2328,
5/2/2020,Uttar Pradesh,85729,82356,2487,
5/3/2020,Uttar Pradesh,95841,91828,2645,
5/4/2020,Uttar Pradesh,98300,94682,2766,
5/5/2020,Uttar Pradesh,105234,101389,2880,
5/6/2020,Uttar Pradesh,109888,106043,2998,
5/7/2020,Uttar Pradesh,113670,109628,3071,
5/8/2020,Uttar Pradesh,119688,115646,3214,
5/9/2020,Uttar Pradesh,124791,120764,3373,
5/10/2020,Uttar Pradesh,129955,125696,3467,
5/11/2020,Uttar Pradesh,135760,131293,3573,
5/12/2020,Uttar Pradesh,140166,135754,3664,
5/13/2020,Uttar Pradesh,145637,141068,3578,
5/14/2020,Uttar Pradesh,153139,147755,3902,
5/15/2020,Uttar Pradesh,159282,153588,4057,
5/16/2020,Uttar Pradesh,163105,157001,4258,
5/17/2020,Uttar Pradesh,172219,165832,4464,
5/18/2020,Uttar Pradesh,176479,170132,4605,
5/19/2020,Uttar Pradesh,182184,175412,4926,
5/20/2020,Uttar Pradesh,191164,184209,5175,
5/21/2020,Uttar Pradesh,206811,199469,5515,
5/22/2020,Uttar Pradesh,214060,207079,5735,
5/23/2020,Uttar Pradesh,217867,210864,6017,
5/24/2020,Uttar Pradesh,229621,222341,6268,
5/25/2020,Uttar Pradesh,235622,228173,6497,
5/26/2020,Uttar Pradesh,240588,232290,6724,
5/27/2020,Uttar Pradesh,240588,239592,6991,
5/28/2020,Uttar Pradesh,256267,247747,7170,
5/29/2020,Uttar Pradesh,270920,261911,7445,
5/30/2020,Uttar Pradesh,279288,270160,7701,
5/31/2020,Uttar Pradesh,289892,279569,8075,
6/1/2020,Uttar Pradesh,297903,287806,8361,
6/2/2020,Uttar Pradesh,307621,296705,8729,
6/3/2020,Uttar Pradesh,317780,306672,8870,
6/4/2020,Uttar Pradesh,330663,318562,9237,
6/5/2020,Uttar Pradesh,344717,332126,9733,
6/6/2020,Uttar Pradesh,355085,342360,10103,
6/7/2020,Uttar Pradesh,360258,346684,10536,
6/8/2020,Uttar Pradesh,380723,366630,10947,
6/9/2020,Uttar Pradesh,391286,377667,11335,
6/10/2020,Uttar Pradesh,404637,390841,11610,
6/11/2020,Uttar Pradesh,420669,405442,12088,
6/12/2020,Uttar Pradesh,435601,421499,12619,
6/13/2020,Uttar Pradesh,449616,433754,13118,
6/14/2020,Uttar Pradesh,467702,442598,13615,
6/15/2020,Uttar Pradesh,466081,,14091,
6/16/2020,Uttar Pradesh,480047,,14598,
6/17/2020,Uttar Pradesh,496206,,15181,
6/18/2020,Uttar Pradesh,515280,,15785,
6/19/2020,Uttar Pradesh,532505,,16594,
6/20/2020,Uttar Pradesh,542972,,17135,
6/21/2020,Uttar Pradesh,560697,,17731,
6/22/2020,Uttar Pradesh,574304,,18322,
6/23/2020,Uttar Pradesh,588186,,18893,
6/24/2020,Uttar Pradesh,603390,,19557,
6/25/2020,Uttar Pradesh,620954,,20193,
6/26/2020,Uttar Pradesh,642833,,20943,
6/27/2020,Uttar Pradesh,663096,,21549,
6/28/2020,Uttar Pradesh,684296,,22147,
6/29/2020,Uttar Pradesh,707839,,22828,
6/30/2020,Uttar Pradesh,727793,,23492,
7/1/2020,Uttar Pradesh,758915,,24056,
7/2/2020,Uttar Pradesh,781584,,24825,
7/3/2020,Uttar Pradesh,810991,,25797,
7/4/2020,Uttar Pradesh,834991,,26554,
7/5/2020,Uttar Pradesh,887997,,27707,
7/6/2020,Uttar Pradesh,917114,,28636,
7/7/2020,Uttar Pradesh,947453,,29968,
7/8/2020,Uttar Pradesh,1003280,,31156,
7/9/2020,Uttar Pradesh,1036106,,32362,
7/10/2020,Uttar Pradesh,1074112,,33700,
7/11/2020,Uttar Pradesh,1116466,,35092,
7/12/2020,Uttar Pradesh,1156089,,36476,
7/13/2020,Uttar Pradesh,1192089,,38130,
7/14/2020,Uttar Pradesh,1231939,,39724,
7/15/2020,Uttar Pradesh,1277241,,41383,
7/16/2020,Uttar Pradesh,1325327,,43441,
7/17/2020,Uttar Pradesh,1379534,,,
7/18/2020,Uttar Pradesh,1426303,,47036,
7/19/2020,Uttar Pradesh,1470426,,49286,
7/20/2020,Uttar Pradesh,1513827,,51160,
7/21/2020,Uttar Pradesh,1554116,,,
7/22/2020,Uttar Pradesh,1600000,,55588,
7/23/2020,Uttar Pradesh,1654651,,58104,
7/24/2020,Uttar Pradesh,1705348,,60771,
7/25/2020,Uttar Pradesh,1762416,,63742,
7/26/2020,Uttar Pradesh,1834297,,67048,
7/27/2020,Uttar Pradesh,1941259,,70493,
7/28/2020,Uttar Pradesh,2033089,,73951,
7/29/2020,Uttar Pradesh,2120843,,77334,
7/30/2020,Uttar Pradesh,2209810,,81039,
7/31/2020,Uttar Pradesh,2325428,,,
8/1/2020,Uttar Pradesh,2418809,,89068,
8/2/2020,Uttar Pradesh,2533631,,92921,
8/3/2020,Uttar Pradesh,2623260,,97362,
8/4/2020,Uttar Pradesh,2689973,,100310,
8/6/2020,Uttar Pradesh,2797687,,108974,
8/7/2020,Uttar Pradesh,2893424,,113440,
8/8/2020,Uttar Pradesh,2996406,,118038,
8/9/2020,Uttar Pradesh,3118567,,,
8/10/2020,Uttar Pradesh,3209587,,126722,
8/11/2020,Uttar Pradesh,3314435,,,
8/12/2020,Uttar Pradesh,3412346,,,
8/13/2020,Uttar Pradesh,3501127,,,
8/14/2020,Uttar Pradesh,3598210,,,
8/15/2020,Uttar Pradesh,3695700,,,
8/16/2020,Uttar Pradesh,3786633,,,
8/17/2020,Uttar Pradesh,3872640,,,
8/18/2020,Uttar Pradesh,3966848,,,
8/19/2020,Uttar Pradesh,4075174,,,
8/20/2020,Uttar Pradesh,4184690,,,
8/21/2020,Uttar Pradesh,4294980,,,
8/22/2020,Uttar Pradesh,4420101,,,
8/23/2020,Uttar Pradesh,4551619,,,
8/24/2020,Uttar Pradesh,4674620,,,
8/25/2020,Uttar Pradesh,4796488,,,
8/26/2020,Uttar Pradesh,4941679,,,
8/27/2020,Uttar Pradesh,5080205,,,
8/28/2020,Uttar Pradesh,5202557,,,
8/29/2020,Uttar Pradesh,5350704,,,
8/30/2020,Uttar Pradesh,5490354,,,
8/31/2020,Uttar Pradesh,5626897,,,
9/1/2020,Uttar Pradesh,5776664,,,
9/2/2020,Uttar Pradesh,5913584,,,
9/3/2020,Uttar Pradesh,6050449,,,
9/4/2020,Uttar Pradesh,6196994,,,
9/5/2020,Uttar Pradesh,6345223,,,
9/6/2020,Uttar Pradesh,6500969,,,
9/7/2020,Uttar Pradesh,6631318,,,
9/8/2020,Uttar Pradesh,6773289,,,
9/9/2020,Uttar Pradesh,6917773,,,
9/10/2020,Uttar Pradesh,7067208,,,
9/11/2020,Uttar Pradesh,7217980,,,
9/12/2020,Uttar Pradesh,7358472,,,
9/13/2020,Uttar Pradesh,7505653,,,
9/14/2020,Uttar Pradesh,7636000,,,
9/15/2020,Uttar Pradesh,7784281,,,
9/16/2020,Uttar Pradesh,7938533,,,
9/17/2020,Uttar Pradesh,8089882,,,
9/18/2020,Uttar Pradesh,8245710,,,
9/19/2020,Uttar Pradesh,8399785,,,
9/20/2020,Uttar Pradesh,8540604,,,
9/21/2020,Uttar Pradesh,8676627,,,
9/22/2020,Uttar Pradesh,8826726,,,
9/23/2020,Uttar Pradesh,8992424,,,
9/24/2020,Uttar Pradesh,9145828,,,
9/25/2020,Uttar Pradesh,9310258,,,
9/26/2020,Uttar Pradesh,9467186,,,
9/27/2020,Uttar Pradesh,9625076,,,
9/28/2020,Uttar Pradesh,9776894,,,
9/29/2020,Uttar Pradesh,9937675,,,
9/30/2020,Uttar Pradesh,10098896,,,
10/1/2020,Uttar Pradesh,10263709,,,
10/2/2020,Uttar Pradesh,10426042,,,
10/3/2020,Uttar Pradesh,10579701,,,
10/4/2020,Uttar Pradesh,10739169,,,
10/5/2020,Uttar Pradesh,10888520,,,
10/6/2020,Uttar Pradesh,11044860,,,
10/7/2020,Uttar Pradesh,11208621,,,
10/8/2020,Uttar Pradesh,11375818,,,
10/9/2020,Uttar Pradesh,11549475,,,
10/10/2020,Uttar Pradesh,11726075,,,
10/11/2020,Uttar Pradesh,11898777,,,
10/12/2020,Uttar Pradesh,12041107,,,
10/13/2020,Uttar Pradesh,12192619,,,
10/14/2020,Uttar Pradesh,12355046,,,
10/15/2020,Uttar Pradesh,12509210,,,
10/16/2020,Uttar Pradesh,12679476,,,
10/17/2020,Uttar Pradesh,12841878,,,
10/18/2020,Uttar Pradesh,13011893,,,
10/19/2020,Uttar Pradesh,13147388,,,
10/20/2020,Uttar Pradesh,13298742,,,
10/21/2020,Uttar Pradesh,13445758,,,
10/22/2020,Uttar Pradesh,13603679,,,
10/23/2020,Uttar Pradesh,13756000,,,
10/24/2020,Uttar Pradesh,13908303,,,
10/25/2020,Uttar Pradesh,14025713,,,
10/26/2020,Uttar Pradesh,14138340,,,
10/27/2020,Uttar Pradesh,14276788,,,
10/28/2020,Uttar Pradesh,14431272,,,
10/29/2020,Uttar Pradesh,14569242,,,
10/30/2020,Uttar Pradesh,14717483,,,
10/31/2020,Uttar Pradesh,14863388,,,
11/1/2020,Uttar Pradesh,15013388,,,
11/2/2020,Uttar Pradesh,15149160,,,
11/3/2020,Uttar Pradesh,15307285,,,
11/4/2020,Uttar Pradesh,15454280,,,
11/5/2020,Uttar Pradesh,15609500,,,
11/6/2020,Uttar Pradesh,15762543,,,
11/7/2020,Uttar Pradesh,15923624,,,
11/8/2020,Uttar Pradesh,16089592,,,
11/9/2020,Uttar Pradesh,16227845,,,
11/10/2020,Uttar Pradesh,16377058,,,
11/11/2020,Uttar Pradesh,16532078,,,
11/12/2020,Uttar Pradesh,16684729,,,
11/13/2020,Uttar Pradesh,16841812,,,
11/14/2020,Uttar Pradesh,16967468,,,
11/15/2020,Uttar Pradesh,17049440,,,
11/16/2020,Uttar Pradesh,17122647,,,
11/17/2020,Uttar Pradesh,17210174,,,
11/18/2020,Uttar Pradesh,17321490,,,
11/19/2020,Uttar Pradesh,17474973,,,
11/20/2020,Uttar Pradesh,17636904,,,
11/21/2020,Uttar Pradesh,17810564,,,
11/22/2020,Uttar Pradesh,17985811,,,
11/23/2020,Uttar Pradesh,18121693,,,
11/24/2020,Uttar Pradesh,18292171,,,
11/25/2020,Uttar Pradesh,18470887,,,
11/26/2020,Uttar Pradesh,18636313,,,
11/27/2020,Uttar Pradesh,18819807,,,
11/28/2020,Uttar Pradesh,18994692,,,
11/29/2020,Uttar Pradesh,19170240,,,
11/30/2020,Uttar Pradesh,19322658,,,
12/1/2020,Uttar Pradesh,19466684,,,
12/2/2020,Uttar Pradesh,19618283,,,
12/3/2020,Uttar Pradesh,19788497,,,
12/4/2020,Uttar Pradesh,19960393,,,
12/5/2020,Uttar Pradesh,20128312,,,
12/6/2020,Uttar Pradesh,20308636,,,
12/7/2020,Uttar Pradesh,20453616,,,
12/8/2020,Uttar Pradesh,20621452,,,
12/9/2020,Uttar Pradesh,20766011,,,
12/10/2020,Uttar Pradesh,20934735,,,
12/11/2020,Uttar Pradesh,21103633,,,
12/12/2020,Uttar Pradesh,21258877,,,
12/13/2020,Uttar Pradesh,21415257,,,
12/14/2020,Uttar Pradesh,21538320,,,
12/15/2020,Uttar Pradesh,21687063,,,
12/16/2020,Uttar Pradesh,21844458,,,
12/17/2020,Uttar Pradesh,21999031,,,
12/18/2020,Uttar Pradesh,22149067,,,
12/19/2020,Uttar Pradesh,22304404,,,
12/20/2020,Uttar Pradesh,22439369,,,
12/21/2020,Uttar Pradesh,22564828,,,
12/22/2020,Uttar Pradesh,22692833,,,
12/23/2020,Uttar Pradesh,22832382,,,
12/24/2020,Uttar Pradesh,22972685,,,
12/25/2020,Uttar Pradesh,23116081,,,
12/26/2020,Uttar Pradesh,23239796,,,
12/27/2020,Uttar Pradesh,23382697,,,
12/28/2020,Uttar Pradesh,23508431,,,
12/29/2020,Uttar Pradesh,23640902,,,
12/30/2020,Uttar Pradesh,23793270,,,
12/31/2020,Uttar Pradesh,23943169,,,
1/1/2021,Uttar Pradesh,24087257,,,
1/2/2021,Uttar Pradesh,24216483,,,
1/3/2021,Uttar Pradesh,24348477,,,
1/4/2021,Uttar Pradesh,24468207,,,
1/5/2021,Uttar Pradesh,24594871,,,
1/6/2021,Uttar Pradesh,24741829,,,
1/7/2021,Uttar Pradesh,24887930,,,
1/8/2021,Uttar Pradesh,25034039,,,
1/9/2021,Uttar Pradesh,25178712,,,
1/10/2021,Uttar Pradesh,25317134,,,
1/11/2021,Uttar Pradesh,25440392,,,
1/12/2021,Uttar Pradesh,25569666,,,
1/13/2021,Uttar Pradesh,25707811,,,
1/14/2021,Uttar Pradesh,25841533,,,
1/15/2021,Uttar Pradesh,25963058,,,
1/16/2021,Uttar Pradesh,26086641,,,
1/17/2021,Uttar Pradesh,26214905,,,
1/18/2021,Uttar Pradesh,26325197,,,
1/19/2021,Uttar Pradesh,26446710,,,
1/20/2021,Uttar Pradesh,26576008,,,
1/21/2021,Uttar Pradesh,26715060,,,
1/22/2021,Uttar Pradesh,26853170,,,
1/23/2021,Uttar Pradesh,26975577,,,
1/24/2021,Uttar Pradesh,27099309,,,
1/25/2021,Uttar Pradesh,27205975,,,
1/26/2021,Uttar Pradesh,27320329,,,
1/27/2021,Uttar Pradesh,27424012,,,
1/28/2021,Uttar Pradesh,27536763,,,
1/29/2021,Uttar Pradesh,27657436,,,
1/30/2021,Uttar Pradesh,27769217,,,
1/31/2021,Uttar Pradesh,27888620,,,
2/1/2021,Uttar Pradesh,27989752,,,
2/2/2021,Uttar Pradesh,28092122,,,
2/3/2021,Uttar Pradesh,28211459,,,
2/4/2021,Uttar Pradesh,28340622,,,
2/5/2021,Uttar Pradesh,28453058,,,
2/6/2021,Uttar Pradesh,28578777,,,
2/7/2021,Uttar Pradesh,28693975,,,
2/8/2021,Uttar Pradesh,28796828,,,
2/9/2021,Uttar Pradesh,28912704,,,
2/10/2021,Uttar Pradesh,29040824,,,
2/11/2021,Uttar Pradesh,29167417,,,
2/12/2021,Uttar Pradesh,29302186,,,
2/13/2021,Uttar Pradesh,29439862,,,
2/14/2021,Uttar Pradesh,29561480,,,
2/15/2021,Uttar Pradesh,29672959,,,
2/16/2021,Uttar Pradesh,29793515,,,
2/17/2021,Uttar Pradesh,29916634,,,
2/18/2021,Uttar Pradesh,30037025,,,
2/19/2021,Uttar Pradesh,30173226,,,
2/20/2021,Uttar Pradesh,30308030,,,
2/21/2021,Uttar Pradesh,30434156,,,
2/22/2021,Uttar Pradesh,30546056,,,
2/23/2021,Uttar Pradesh,30669496,,,
2/24/2021,Uttar Pradesh,30789576,,,
2/25/2021,Uttar Pradesh,30930489,,,
2/26/2021,Uttar Pradesh,31053915,,,
2/27/2021,Uttar Pradesh,31171541,,,
2/28/2021,Uttar Pradesh,31287226,,,
3/1/2021,Uttar Pradesh,31395891,,,
3/2/2021,Uttar Pradesh,31505760,,,
3/3/2021,Uttar Pradesh,31631238,,,
3/4/2021,Uttar Pradesh,31749776,,,
3/5/2021,Uttar Pradesh,31868690,,,
3/6/2021,Uttar Pradesh,31977811,,,
3/7/2021,Uttar Pradesh,32086306,,,
3/8/2021,Uttar Pradesh,32170019,,,
3/9/2021,Uttar Pradesh,32270637,,,
3/10/2021,Uttar Pradesh,32375774,,,
3/11/2021,Uttar Pradesh,32481124,,,
3/12/2021,Uttar Pradesh,32571317,,,
3/13/2021,Uttar Pradesh,32661290,,,
3/14/2021,Uttar Pradesh,32757452,,,
